"Participant","Sex","Condition","Item","Real","Attractive","Beauty"
"S063","Male","Photograph","NF-1062",0.5,0,0
"S063","Male","AI-Generated","NF-1098",0.666666666666667,0,0
"S063","Male","AI-Generated","NF-1083",0,0,0
"S063","Male","Photograph","NF-1095",0.5,0,0
"S063","Male","AI-Generated","NF-1094",0.666666666666667,0,0.166666666666667
"S063","Male","AI-Generated","NF-1032",0.666666666666667,0.333333333333333,0.5
"S063","Male","AI-Generated","NF-1075",0.166666666666667,0.166666666666667,0.166666666666667
"S063","Male","AI-Generated","NF-1100",0.333333333333333,0.166666666666667,0.166666666666667
"S063","Male","Photograph","NF-1057",0.333333333333333,0,0
"S063","Male","AI-Generated","NF-1071",0.333333333333333,0,0
"S063","Male","AI-Generated","NF-1084",0.666666666666667,0,0.166666666666667
"S063","Male","Photograph","NF-1017",1,0.166666666666667,0.333333333333333
"S063","Male","Photograph","NF-1082",0.666666666666667,0,0
"S063","Male","AI-Generated","NF-1068",0.666666666666667,0.166666666666667,0
"S063","Male","Photograph","NF-1061",0.5,0.166666666666667,0.166666666666667
"S063","Male","AI-Generated","NF-1020",0.833333333333333,0,0
"S063","Male","AI-Generated","NF-1009",0.5,0,0
"S063","Male","Photograph","NF-1073",0.5,0,0.166666666666667
"S063","Male","Photograph","NF-1049",0.666666666666667,0,0
"S063","Male","AI-Generated","NF-1039",0.666666666666667,0,0
"S063","Male","Photograph","NF-1047",0.666666666666667,0.166666666666667,0.166666666666667
"S063","Male","AI-Generated","NF-1067",0.5,0,0.166666666666667
"S063","Male","AI-Generated","NF-1077",0.333333333333333,0.166666666666667,0.166666666666667
"S063","Male","Photograph","NF-1025",0.5,0.333333333333333,0.5
"S063","Male","AI-Generated","NF-1003",0.166666666666667,0,0.166666666666667
"S063","Male","AI-Generated","NF-1096",0.666666666666667,0.333333333333333,0.5
"S063","Male","Photograph","NF-1002",0.666666666666667,0,0
"S063","Male","Photograph","NF-1076",0.5,0.333333333333333,0.333333333333333
"S063","Male","AI-Generated","NF-1088",0.666666666666667,0,0
"S063","Male","AI-Generated","NF-1059",0.666666666666667,0,0.166666666666667
"S063","Male","Photograph","NF-1037",0.166666666666667,0,0
"S063","Male","Photograph","NF-1099",0,0.166666666666667,0
"S063","Male","Photograph","NF-1053",0.166666666666667,0,0
"S014","Male","AI-Generated","NF-1042",1,0.166666666666667,0.5
"S014","Male","AI-Generated","NF-1106",0.5,0.333333333333333,0.5
"S014","Male","AI-Generated","NF-1017",0.166666666666667,0.166666666666667,0.333333333333333
"S014","Male","Photograph","NF-1059",0.166666666666667,0,0.166666666666667
"S014","Male","AI-Generated","NF-1048",0.666666666666667,0.5,0.666666666666667
"S014","Male","Photograph","NF-1063",0,0.666666666666667,0.666666666666667
"S014","Male","AI-Generated","NF-1061",0.333333333333333,0,0.333333333333333
"S014","Male","Photograph","NF-1062",0.666666666666667,0.333333333333333,0.5
"S014","Male","Photograph","NF-1097",0.333333333333333,0.666666666666667,0.833333333333333
"S014","Male","AI-Generated","NF-1047",0.333333333333333,0,0.166666666666667
"S014","Male","Photograph","NF-1049",0.333333333333333,0.166666666666667,0.333333333333333
"S014","Male","AI-Generated","NF-1079",0.5,0.166666666666667,0.333333333333333
"S014","Male","AI-Generated","NF-1014",0.666666666666667,0.166666666666667,0.5
"S014","Male","AI-Generated","NF-1057",0,0.166666666666667,0.166666666666667
"S014","Male","Photograph","NF-1037",0.833333333333333,0.333333333333333,0.666666666666667
"S014","Male","Photograph","NF-1080",0.666666666666667,0.333333333333333,0.666666666666667
"S014","Male","AI-Generated","NF-1094",0.666666666666667,0.666666666666667,0.833333333333333
"S014","Male","AI-Generated","NF-1099",0.166666666666667,0.333333333333333,0.666666666666667
"S014","Male","AI-Generated","NF-1096",0,0.5,0.666666666666667
"S014","Male","AI-Generated","NF-1040",0,0.166666666666667,0.5
"S014","Male","Photograph","NF-1101",0.166666666666667,0.5,0.666666666666667
"S014","Male","Photograph","NF-1110",0.666666666666667,0.333333333333333,0.5
"S014","Male","Photograph","NF-1030",0.666666666666667,0.833333333333333,0.833333333333333
"S014","Male","AI-Generated","NF-1089",0,0.333333333333333,0.666666666666667
"S014","Male","AI-Generated","NF-1009",0,0.166666666666667,0.333333333333333
"S014","Male","Photograph","NF-1018",0.666666666666667,0.666666666666667,0.833333333333333
"S014","Male","Photograph","NF-1107",0.166666666666667,0,0.333333333333333
"S014","Male","Photograph","NF-1086",0.166666666666667,0.333333333333333,0.666666666666667
"S014","Male","Photograph","NF-1098",0.833333333333333,0.333333333333333,0.666666666666667
"S014","Male","Photograph","NF-1088",0.666666666666667,0.5,0.666666666666667
"S014","Male","Photograph","NF-1083",0,0.5,0.5
"S014","Male","Photograph","NF-1016",0.333333333333333,0.5,0.666666666666667
"S014","Male","Photograph","NF-1075",0.166666666666667,0.166666666666667,0.5
"S014","Male","AI-Generated","NF-1022",0.666666666666667,0.5,0.666666666666667
"S014","Male","Photograph","NF-1036",0,0.333333333333333,0.5
"S014","Male","Photograph","NF-1084",0.5,0.5,0.666666666666667
"S014","Male","Photograph","NF-1034",0.166666666666667,0.166666666666667,0.5
"S014","Male","Photograph","NF-1041",0.333333333333333,0.5,0.666666666666667
"S014","Male","AI-Generated","NF-1015",0.333333333333333,0.666666666666667,0.666666666666667
"S014","Male","Photograph","NF-1100",0.666666666666667,0.5,0.666666666666667
"S014","Male","Photograph","NF-1008",1,0.833333333333333,0.833333333333333
"S014","Male","AI-Generated","NF-1069",0.666666666666667,0.166666666666667,0.333333333333333
"S014","Male","AI-Generated","NF-1025",0.166666666666667,0,0.333333333333333
"S014","Male","AI-Generated","NF-1085",0.5,0.333333333333333,0.333333333333333
"S014","Male","Photograph","NF-1020",0.333333333333333,0.666666666666667,0.833333333333333
"S014","Male","Photograph","NF-1066",0.5,0.333333333333333,0.5
"S014","Male","AI-Generated","NF-1001",0.833333333333333,0.166666666666667,0.5
"S014","Male","Photograph","NF-1056",0.666666666666667,0.333333333333333,0.666666666666667
"S014","Male","AI-Generated","NF-1068",0,0.333333333333333,0.666666666666667
"S014","Male","AI-Generated","NF-1051",0.833333333333333,0.166666666666667,0.5
"S014","Male","Photograph","NF-1050",0.166666666666667,0,0.5
"S014","Male","AI-Generated","NF-1031",0,0.166666666666667,0.5
"S014","Male","AI-Generated","NF-1046",0.5,0.666666666666667,0.833333333333333
"S014","Male","Photograph","NF-1076",0.166666666666667,0.5,0.666666666666667
"S014","Male","Photograph","NF-1013",0.333333333333333,0.666666666666667,0.666666666666667
"S014","Male","Photograph","NF-1072",0.833333333333333,0.833333333333333,0.833333333333333
"S014","Male","Photograph","NF-1023",0.833333333333333,0.5,0.833333333333333
"S014","Male","AI-Generated","NF-1003",0.166666666666667,0.666666666666667,0.833333333333333
"S014","Male","Photograph","NF-1108",0.833333333333333,0.666666666666667,0.833333333333333
"S014","Male","Photograph","NF-1044",0,0.333333333333333,0.666666666666667
"S014","Male","AI-Generated","NF-1087",0.5,0,0.333333333333333
"S014","Male","Photograph","NF-1005",0.5,0.5,0.666666666666667
"S014","Male","AI-Generated","NF-1002",0,0.333333333333333,0.5
"S014","Male","AI-Generated","NF-1060",0.333333333333333,0.166666666666667,0.5
"S014","Male","Photograph","NF-1073",0.666666666666667,0.5,0.833333333333333
"S014","Male","AI-Generated","NF-1026",0,0.333333333333333,0.5
"S014","Male","AI-Generated","NF-1039",0,0.5,0.666666666666667
"S014","Male","AI-Generated","NF-1081",0,0.166666666666667,0.5
"S014","Male","AI-Generated","NF-1082",0.833333333333333,0.666666666666667,0.666666666666667
"S014","Male","AI-Generated","NF-1021",0.166666666666667,0.5,0.833333333333333
"S014","Male","AI-Generated","NF-1004",0.833333333333333,0.5,0.666666666666667
"S014","Male","Photograph","NF-1071",0,0.166666666666667,0.5
"S014","Male","Photograph","NF-1093",0.166666666666667,0.166666666666667,0.5
"S014","Male","AI-Generated","NF-1053",0.166666666666667,0,0.5
"S014","Male","AI-Generated","NF-1103",0.5,0.166666666666667,0.5
"S014","Male","Photograph","NF-1065",0.833333333333333,0.833333333333333,0.833333333333333
"S014","Male","AI-Generated","NF-1032",0.833333333333333,0.833333333333333,0.833333333333333
"S014","Male","AI-Generated","NF-1045",0.833333333333333,0.666666666666667,0.833333333333333
"S014","Male","Photograph","NF-1012",0,0.166666666666667,0.5
"S014","Male","AI-Generated","NF-1109",0.333333333333333,0.166666666666667,0.5
"S014","Male","Photograph","NF-1067",0.666666666666667,0.5,0.666666666666667
"S014","Male","Photograph","NF-1105",0.166666666666667,0.5,0.666666666666667
"S014","Male","AI-Generated","NF-1043",0.166666666666667,0.666666666666667,0.666666666666667
"S014","Male","Photograph","NF-1006",0,0,0.333333333333333
"S014","Male","AI-Generated","NF-1024",0.666666666666667,0.166666666666667,0.666666666666667
"S014","Male","AI-Generated","NF-1028",0.5,0.5,0.666666666666667
"S014","Male","AI-Generated","NF-1077",0.166666666666667,0.333333333333333,0.5
"S014","Male","Photograph","NF-1095",0.333333333333333,0.166666666666667,0.5
"S014","Male","Photograph","NF-1054",0.5,0.666666666666667,0.666666666666667
"S003","Male","Photograph","NM-1029",0.166666666666667,0.166666666666667,0.166666666666667
"S003","Male","AI-Generated","NM-1038",0.166666666666667,0.333333333333333,0.333333333333333
"S003","Male","AI-Generated","NM-1064",0.833333333333333,0.5,0.333333333333333
"S003","Male","AI-Generated","NM-1007",0.666666666666667,0.333333333333333,0.333333333333333
"S003","Male","AI-Generated","NM-1055",0.666666666666667,0.333333333333333,0.166666666666667
"S003","Male","Photograph","NM-1070",0.833333333333333,0,0.166666666666667
"S003","Male","Photograph","NM-1033",0.666666666666667,0.333333333333333,0.166666666666667
"S003","Male","Photograph","NM-1091",0.5,0.333333333333333,0.333333333333333
"S003","Male","AI-Generated","NM-1010",0.666666666666667,0.166666666666667,0.166666666666667
"S003","Male","Photograph","NM-1019",0.666666666666667,0.333333333333333,0.166666666666667
"S003","Male","Photograph","NM-1104",0.666666666666667,0.166666666666667,0.166666666666667
"S003","Male","AI-Generated","NM-1058",0.833333333333333,0.333333333333333,0.166666666666667
"S003","Male","Photograph","NM-1090",0.333333333333333,0.333333333333333,0.166666666666667
"S003","Male","Photograph","NM-1102",0.333333333333333,0.333333333333333,0.166666666666667
"S003","Male","Photograph","NM-1052",0.833333333333333,0.333333333333333,0.166666666666667
"S003","Male","AI-Generated","NM-1011",0.666666666666667,0,0.166666666666667
"S003","Male","AI-Generated","NM-1027",0.833333333333333,0.5,0.333333333333333
"S003","Male","AI-Generated","NM-1074",0.333333333333333,0.5,0.333333333333333
"S003","Male","Photograph","NM-1092",0.333333333333333,0,0.166666666666667
"S003","Male","AI-Generated","NM-1035",0.666666666666667,0.333333333333333,0.166666666666667
"S020","Male","Photograph","NF-1048",0.833333333333333,0.166666666666667,0.333333333333333
"S020","Male","Photograph","NF-1108",0.833333333333333,0.166666666666667,0.5
"S020","Male","AI-Generated","NF-1065",1,0.333333333333333,0.5
"S020","Male","Photograph","NF-1041",0.833333333333333,0.166666666666667,0.333333333333333
"S020","Male","Photograph","NF-1093",0.666666666666667,0,0
"S020","Male","Photograph","NF-1036",0.666666666666667,0,0.166666666666667
"S020","Male","AI-Generated","NF-1060",1,0,0.333333333333333
"S020","Male","Photograph","NF-1002",0.166666666666667,0,0.166666666666667
"S020","Male","Photograph","NF-1050",0,0,0.166666666666667
"S020","Male","AI-Generated","NF-1081",0.333333333333333,0.166666666666667,0.333333333333333
"S020","Male","Photograph","NF-1067",0.833333333333333,0,0.166666666666667
"S020","Male","Photograph","NF-1083",0.166666666666667,0.166666666666667,0.333333333333333
"S020","Male","Photograph","NF-1039",0.166666666666667,0,0
"S020","Male","AI-Generated","NF-1106",0.166666666666667,0,0.333333333333333
"S020","Male","Photograph","NF-1054",0.333333333333333,0,0.166666666666667
"S020","Male","Photograph","NF-1017",0.333333333333333,0.166666666666667,0.5
"S020","Male","Photograph","NF-1008",0.5,0.166666666666667,0.333333333333333
"S020","Male","Photograph","NF-1075",0.166666666666667,0,0.166666666666667
"S020","Male","AI-Generated","NF-1110",0.166666666666667,0,0
"S020","Male","AI-Generated","NF-1096",0.166666666666667,0,0.166666666666667
"S020","Male","AI-Generated","NF-1053",0.166666666666667,0,0
"S020","Male","Photograph","NF-1088",0.833333333333333,0.166666666666667,0.5
"S020","Male","AI-Generated","NF-1015",1,0,0
"S020","Male","AI-Generated","NF-1012",0,0,0
"S020","Male","Photograph","NF-1049",0.666666666666667,0.166666666666667,0.166666666666667
"S020","Male","Photograph","NF-1003",0.166666666666667,0.333333333333333,0.333333333333333
"S020","Male","AI-Generated","NF-1034",0.166666666666667,0,0.166666666666667
"S020","Male","AI-Generated","NF-1044",0.333333333333333,0,0.166666666666667
"S020","Male","AI-Generated","NF-1105",0,0,0.166666666666667
"S020","Male","AI-Generated","NF-1062",0.333333333333333,0.166666666666667,0.333333333333333
"S020","Male","AI-Generated","NF-1006",0.333333333333333,0,0
"S020","Male","Photograph","NF-1089",0,0,0.166666666666667
"S020","Male","Photograph","NF-1079",0.166666666666667,0,0
"S020","Male","AI-Generated","NF-1085",0.333333333333333,0,0.166666666666667
"S020","Male","AI-Generated","NF-1042",0.333333333333333,0.166666666666667,0.333333333333333
"S020","Male","Photograph","NF-1100",0.166666666666667,0.166666666666667,0.166666666666667
"S020","Male","Photograph","NF-1099",0.5,0.166666666666667,0.333333333333333
"S020","Male","Photograph","NF-1030",0.166666666666667,0.166666666666667,0.166666666666667
"S020","Male","Photograph","NF-1101",0.666666666666667,0,0
"S020","Male","Photograph","NF-1076",0.166666666666667,0.5,0.666666666666667
"S020","Male","Photograph","NF-1072",0.666666666666667,0,0.166666666666667
"S020","Male","AI-Generated","NF-1025",0,0,0
"S020","Male","AI-Generated","NF-1031",0.166666666666667,0,0
"S020","Male","Photograph","NF-1024",0.666666666666667,0,0
"S020","Male","Photograph","NF-1028",0.666666666666667,0,0.166666666666667
"S020","Male","AI-Generated","NF-1040",0.166666666666667,0,0.333333333333333
"S020","Male","AI-Generated","NF-1073",0.333333333333333,0.166666666666667,0.5
"S020","Male","Photograph","NF-1018",0.5,0.166666666666667,0.333333333333333
"S020","Male","AI-Generated","NF-1043",0.333333333333333,0.166666666666667,0.166666666666667
"S020","Male","Photograph","NF-1001",0.833333333333333,0,0
"S020","Male","Photograph","NF-1051",0,0,0
"S020","Male","AI-Generated","NF-1066",0.166666666666667,0,0
"S020","Male","Photograph","NF-1046",0.333333333333333,0.166666666666667,0.333333333333333
"S020","Male","AI-Generated","NF-1061",0.833333333333333,0,0.166666666666667
"S020","Male","Photograph","NF-1014",0.833333333333333,0,0.166666666666667
"S020","Male","Photograph","NF-1087",0.833333333333333,0,0
"S020","Male","AI-Generated","NF-1109",0.166666666666667,0,0
"S020","Male","AI-Generated","NF-1094",1,0.833333333333333,0.833333333333333
"S020","Male","AI-Generated","NF-1077",0.166666666666667,0,0
"S020","Male","AI-Generated","NF-1004",1,0,0
"S020","Male","Photograph","NF-1068",0.333333333333333,0.5,0.666666666666667
"S020","Male","Photograph","NF-1016",0.166666666666667,0.166666666666667,0.333333333333333
"S020","Male","Photograph","NF-1032",0.833333333333333,0.166666666666667,0.166666666666667
"S020","Male","AI-Generated","NF-1103",0.666666666666667,0,0.166666666666667
"S020","Male","Photograph","NF-1069",0.833333333333333,0,0
"S020","Male","Photograph","NF-1080",1,0.5,0.666666666666667
"S020","Male","AI-Generated","NF-1082",0.833333333333333,0.166666666666667,0.333333333333333
"S020","Male","AI-Generated","NF-1020",0.833333333333333,0.333333333333333,0.5
"S020","Male","AI-Generated","NF-1097",0.666666666666667,0.666666666666667,0.833333333333333
"S020","Male","AI-Generated","NF-1005",0.833333333333333,0.166666666666667,0.5
"S020","Male","Photograph","NF-1022",0.833333333333333,0,0.166666666666667
"S020","Male","AI-Generated","NF-1086",0.833333333333333,0.333333333333333,0.666666666666667
"S020","Male","AI-Generated","NF-1095",0.166666666666667,0,0
"S020","Male","Photograph","NF-1045",0.833333333333333,0.166666666666667,0.333333333333333
"S020","Male","Photograph","NF-1047",0.166666666666667,0,0
"S020","Male","AI-Generated","NF-1056",0.166666666666667,0.166666666666667,0.166666666666667
"S020","Male","AI-Generated","NF-1084",0.166666666666667,0.166666666666667,0.333333333333333
"S020","Male","AI-Generated","NF-1037",0.166666666666667,0.166666666666667,0.5
"S020","Male","AI-Generated","NF-1057",0,0,0
"S020","Male","AI-Generated","NF-1063",0.833333333333333,0.833333333333333,0.833333333333333
"S020","Male","AI-Generated","NF-1013",0.333333333333333,0.166666666666667,0.5
"S020","Male","Photograph","NF-1059",0.833333333333333,0,0.166666666666667
"S020","Male","AI-Generated","NF-1026",0.166666666666667,0,0.166666666666667
"S020","Male","Photograph","NF-1009",0.166666666666667,0.166666666666667,0.166666666666667
"S020","Male","Photograph","NF-1023",0.833333333333333,0.5,0.666666666666667
"S020","Male","AI-Generated","NF-1071",0,0,0
"S020","Male","Photograph","NF-1021",0.333333333333333,0.5,0.666666666666667
"S020","Male","AI-Generated","NF-1107",0,0,0
"S020","Male","AI-Generated","NF-1098",0.166666666666667,0,0.166666666666667
"S036","Female","Photograph","NM-1007",0.333333333333333,0.166666666666667,0.166666666666667
"S036","Female","Photograph","NM-1029",0.5,0.666666666666667,0.666666666666667
"S036","Female","AI-Generated","NM-1019",0.333333333333333,0.166666666666667,0.166666666666667
"S036","Female","Photograph","NM-1011",0.166666666666667,0.333333333333333,0.333333333333333
"S036","Female","AI-Generated","NM-1010",0.333333333333333,0.166666666666667,0.166666666666667
"S036","Female","AI-Generated","NM-1064",0.666666666666667,0.5,0.5
"S036","Female","Photograph","NM-1102",0.333333333333333,0.333333333333333,0.333333333333333
"S036","Female","AI-Generated","NM-1074",0.333333333333333,0.333333333333333,0.333333333333333
"S036","Female","Photograph","NM-1055",0.666666666666667,0.166666666666667,0.166666666666667
"S036","Female","Photograph","NM-1104",0.333333333333333,0.166666666666667,0.166666666666667
"S036","Female","AI-Generated","NM-1027",0.333333333333333,0.166666666666667,0.333333333333333
"S036","Female","Photograph","NM-1033",0.333333333333333,0.166666666666667,0.166666666666667
"S036","Female","AI-Generated","NM-1070",0.833333333333333,0.333333333333333,0.333333333333333
"S036","Female","AI-Generated","NM-1090",0.666666666666667,0.166666666666667,0.166666666666667
"S036","Female","AI-Generated","NM-1052",0.666666666666667,0.166666666666667,0.166666666666667
"S036","Female","Photograph","NM-1091",0.666666666666667,0.833333333333333,0.666666666666667
"S036","Female","AI-Generated","NM-1092",0.333333333333333,0.166666666666667,0.166666666666667
"S036","Female","Photograph","NM-1038",0.666666666666667,0.333333333333333,0.333333333333333
"S036","Female","Photograph","NM-1058",0.666666666666667,0.666666666666667,0.666666666666667
"S036","Female","AI-Generated","NM-1035",0.333333333333333,0.166666666666667,0.166666666666667
"S140","Female","AI-Generated","NM-1027",1,0,0
"S140","Female","Photograph","NM-1064",0.666666666666667,0.166666666666667,0.333333333333333
"S140","Female","Photograph","NM-1010",0.666666666666667,0,0
"S140","Female","AI-Generated","NM-1104",0.333333333333333,0,0
"S140","Female","AI-Generated","NM-1038",0.833333333333333,0.166666666666667,0.333333333333333
"S140","Female","AI-Generated","NM-1070",0.833333333333333,0,0.166666666666667
"S140","Female","AI-Generated","NM-1102",0.333333333333333,0,0
"S140","Female","Photograph","NM-1052",0.166666666666667,0,0
"S140","Female","Photograph","NM-1055",0.333333333333333,0,0
"S140","Female","Photograph","NM-1033",0.166666666666667,0,0
"S140","Female","Photograph","NM-1091",0.833333333333333,0,0
"S140","Female","Photograph","NM-1019",0.333333333333333,0,0
"S140","Female","AI-Generated","NM-1074",0.666666666666667,0,0
"S140","Female","AI-Generated","NM-1090",0.333333333333333,0,0
"S140","Female","Photograph","NM-1035",0.833333333333333,0,0
"S140","Female","AI-Generated","NM-1029",0.5,0,0
"S140","Female","AI-Generated","NM-1092",0,0,0
"S140","Female","Photograph","NM-1058",0.666666666666667,0.5,0.666666666666667
"S140","Female","Photograph","NM-1007",0,0,0.166666666666667
"S140","Female","AI-Generated","NM-1011",0.833333333333333,0,0
"S225","Female","Photograph","NM-1104",0.666666666666667,0.166666666666667,0.333333333333333
"S225","Female","Photograph","NM-1090",0.666666666666667,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1037",0.333333333333333,0.333333333333333,0.333333333333333
"S225","Female","Photograph","NF-1047",0.5,0.333333333333333,0.333333333333333
"S225","Female","Photograph","NF-1068",0.333333333333333,0.5,0.5
"S225","Female","AI-Generated","NF-1071",0,0.333333333333333,0.333333333333333
"S225","Female","Photograph","NF-1089",0.5,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1004",0.666666666666667,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NF-1018",0.5,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1061",0.833333333333333,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NF-1059",0.666666666666667,0.5,0.666666666666667
"S225","Female","Photograph","NM-1011",0.666666666666667,0.666666666666667,0.5
"S225","Female","AI-Generated","NF-1051",0.5,0.5,0.5
"S225","Female","Photograph","NF-1088",0.5,0.5,0.5
"S225","Female","Photograph","NF-1076",0.666666666666667,0.5,0.666666666666667
"S225","Female","Photograph","NF-1065",0.666666666666667,0.666666666666667,0.833333333333333
"S225","Female","Photograph","NF-1087",0.666666666666667,0.333333333333333,0.333333333333333
"S225","Female","Photograph","NF-1094",0.333333333333333,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NF-1008",0.5,0.333333333333333,0.333333333333333
"S225","Female","Photograph","NM-1092",0.333333333333333,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1082",0.333333333333333,0.5,0.5
"S225","Female","Photograph","NF-1034",0.666666666666667,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1042",0.666666666666667,0.5,0.5
"S225","Female","AI-Generated","NF-1045",0.666666666666667,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NM-1007",0.5,0.5,0.5
"S225","Female","Photograph","NM-1033",0.333333333333333,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1103",0.333333333333333,0.5,0.5
"S225","Female","Photograph","NF-1039",0.166666666666667,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1063",0.333333333333333,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NF-1101",0.5,0.5,0.5
"S225","Female","Photograph","NF-1069",0.666666666666667,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1084",0.666666666666667,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NF-1024",0.333333333333333,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1002",0.5,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NM-1027",0.666666666666667,0.333333333333333,0.333333333333333
"S225","Female","Photograph","NF-1005",0.333333333333333,0.5,0.5
"S225","Female","AI-Generated","NF-1049",0.666666666666667,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1021",0.833333333333333,0.333333333333333,0.333333333333333
"S225","Female","Photograph","NF-1031",0.166666666666667,0.666666666666667,0.333333333333333
"S225","Female","Photograph","NF-1040",0.5,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NM-1038",0.666666666666667,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1108",0.666666666666667,0.833333333333333,0.666666666666667
"S225","Female","Photograph","NF-1081",0.666666666666667,0.5,0.5
"S225","Female","Photograph","NF-1099",0.666666666666667,0.666666666666667,0.5
"S225","Female","AI-Generated","NF-1109",0.5,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1057",0.166666666666667,0.166666666666667,0.166666666666667
"S225","Female","AI-Generated","NM-1052",0.666666666666667,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NM-1064",0.666666666666667,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1098",0.333333333333333,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1036",0.666666666666667,0.5,0.5
"S225","Female","AI-Generated","NF-1001",0.333333333333333,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1014",0.5,0.5,0.5
"S225","Female","AI-Generated","NF-1012",0.166666666666667,0.5,0.666666666666667
"S225","Female","AI-Generated","NM-1070",0.333333333333333,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1110",0.5,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NM-1035",0.666666666666667,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1028",0.333333333333333,0.333333333333333,0.333333333333333
"S225","Female","Photograph","NM-1010",0.166666666666667,0.5,0.5
"S225","Female","AI-Generated","NF-1032",0.5,0.5,0.5
"S225","Female","Photograph","NF-1079",0.333333333333333,0.5,0.5
"S225","Female","Photograph","NF-1015",0.333333333333333,0.666666666666667,0.833333333333333
"S225","Female","Photograph","NF-1072",0.666666666666667,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NF-1050",0.5,0.5,0.5
"S225","Female","Photograph","NF-1022",0.666666666666667,0.333333333333333,0.333333333333333
"S225","Female","Photograph","NF-1017",0.333333333333333,0.666666666666667,0.5
"S225","Female","AI-Generated","NF-1025",0.666666666666667,0.5,0.666666666666667
"S225","Female","Photograph","NF-1048",0.5,0.5,0.333333333333333
"S225","Female","Photograph","NF-1100",0.666666666666667,0.5,0.666666666666667
"S225","Female","AI-Generated","NF-1107",0.833333333333333,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1095",0.666666666666667,0.666666666666667,0.5
"S225","Female","Photograph","NF-1066",0.333333333333333,0.333333333333333,0.333333333333333
"S225","Female","Photograph","NF-1043",0.666666666666667,0.833333333333333,0.833333333333333
"S225","Female","AI-Generated","NF-1054",0.333333333333333,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1006",0.333333333333333,0.333333333333333,0.333333333333333
"S225","Female","AI-Generated","NF-1041",0.166666666666667,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1044",0.5,0.5,0.666666666666667
"S225","Female","AI-Generated","NF-1085",0.166666666666667,0.666666666666667,0.5
"S225","Female","Photograph","NM-1058",0.833333333333333,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NF-1016",0.666666666666667,0.5,0.5
"S225","Female","Photograph","NF-1105",0.666666666666667,0.5,0.5
"S225","Female","Photograph","NF-1062",0.333333333333333,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1060",0.833333333333333,0.333333333333333,0.5
"S225","Female","AI-Generated","NF-1053",0.5,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1003",0.833333333333333,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NF-1030",0.333333333333333,0.5,0.5
"S225","Female","AI-Generated","NF-1020",0.666666666666667,0.833333333333333,0.833333333333333
"S225","Female","Photograph","NF-1073",0.666666666666667,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NM-1102",0.666666666666667,0.666666666666667,0.666666666666667
"S225","Female","AI-Generated","NF-1009",0.333333333333333,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NM-1091",0.5,0.666666666666667,0.5
"S225","Female","AI-Generated","NF-1083",0.666666666666667,0.5,0.333333333333333
"S225","Female","Photograph","NF-1093",0.5,0.5,0.5
"S225","Female","AI-Generated","NF-1013",0.333333333333333,0.333333333333333,0.5
"S225","Female","AI-Generated","NF-1096",0.666666666666667,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NF-1026",0.5,0.5,0.5
"S225","Female","AI-Generated","NF-1056",0.666666666666667,0.666666666666667,0.666666666666667
"S225","Female","Photograph","NF-1106",0.666666666666667,0.5,0.333333333333333
"S225","Female","Photograph","NF-1046",0.333333333333333,0.5,0.5
